transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
7,2023-03-13,CUST007,PROD006,STORE003,2,25,50
33,2023-03-23,CUST033,PROD013,STORE004,2,50,100
38,2023-03-21,CUST038,PROD003,STORE004,4,50,200
52,2023-03-05,CUST052,PROD004,STORE003,1,300,300
76,2023-03-25,CUST076,PROD013,STORE002,2,50,100
88,2023-03-29,CUST088,PROD010,STORE004,1,500,500
91,2023-03-25,CUST091,PROD015,STORE002,1,500,500
117,2023-03-15,CUST117,PROD015,STORE003,2,500,1000
119,2023-03-13,CUST119,PROD008,STORE005,3,50,150
130,2023-03-12,CUST130,PROD010,STORE001,1,500,500
136,2023-03-20,CUST136,PROD014,STORE002,2,300,600
138,2023-03-23,CUST138,PROD008,STORE004,4,50,200
161,2023-03-22,CUST161,PROD005,STORE002,2,500,1000
175,2023-03-20,CUST175,PROD011,STORE001,4,25,100
177,2023-03-24,CUST177,PROD003,STORE003,2,50,100
197,2023-03-06,CUST197,PROD008,STORE003,4,50,200
198,2023-03-07,CUST198,PROD004,STORE004,3,300,900
202,2023-03-26,CUST202,PROD009,STORE003,4,300,1200
220,2023-03-03,CUST220,PROD005,STORE001,1,500,500
248,2023-03-09,CUST248,PROD009,STORE004,3,300,900
278,2023-03-13,CUST278,PROD006,STORE004,4,25,100
294,2023-03-27,CUST294,PROD007,STORE005,3,30,90
301,2023-03-26,CUST301,PROD007,STORE002,4,30,120
313,2023-03-21,CUST313,PROD005,STORE004,3,500,1500
328,2023-03-22,CUST328,PROD003,STORE004,2,50,100
339,2023-03-03,CUST339,PROD011,STORE005,2,25,50
360,2023-03-09,CUST360,PROD006,STORE001,4,25,100
377,2023-03-09,CUST377,PROD008,STORE003,4,50,200
383,2023-03-22,CUST383,PROD002,STORE004,3,30,90
397,2023-03-10,CUST397,PROD001,STORE003,1,25,25
399,2023-03-01,CUST399,PROD002,STORE005,2,30,60
402,2023-03-21,CUST402,PROD009,STORE003,2,300,600
423,2023-03-08,CUST423,PROD006,STORE004,1,25,25
426,2023-03-24,CUST426,PROD013,STORE002,3,50,150
436,2023-03-18,CUST436,PROD007,STORE002,4,30,120
442,2023-03-17,CUST442,PROD006,STORE003,4,25,100
444,2023-03-07,CUST444,PROD007,STORE005,3,30,90
459,2023-03-21,CUST459,PROD009,STORE005,4,300,1200
461,2023-03-25,CUST461,PROD005,STORE002,2,500,1000
471,2023-03-23,CUST471,PROD008,STORE002,3,50,150
500,2023-03-01,CUST500,PROD001,STORE001,4,25,100
514,2023-03-01,CUST514,PROD014,STORE005,1,300,300
536,2023-03-05,CUST536,PROD002,STORE002,4,30,120
547,2023-03-07,CUST547,PROD010,STORE003,4,500,2000
553,2023-03-31,CUST553,PROD009,STORE004,4,300,1200
575,2023-03-28,CUST575,PROD008,STORE001,2,50,100
590,2023-03-17,CUST590,PROD009,STORE001,3,300,900
607,2023-03-17,CUST607,PROD006,STORE003,3,25,75
621,2023-03-04,CUST621,PROD005,STORE002,2,500,1000
623,2023-03-10,CUST623,PROD008,STORE004,3,50,150
636,2023-03-23,CUST636,PROD005,STORE002,3,500,1500
658,2023-03-12,CUST658,PROD006,STORE004,1,25,25
659,2023-03-19,CUST659,PROD012,STORE005,1,30,30
663,2023-03-20,CUST663,PROD009,STORE004,4,300,1200
703,2023-03-26,CUST703,PROD013,STORE004,2,50,100
705,2023-03-07,CUST705,PROD011,STORE001,2,25,50
717,2023-03-11,CUST717,PROD010,STORE003,1,500,500
748,2023-03-20,CUST748,PROD008,STORE004,3,50,150
750,2023-03-06,CUST750,PROD006,STORE001,3,25,75
760,2023-03-27,CUST760,PROD005,STORE001,1,500,500
764,2023-03-25,CUST764,PROD006,STORE005,1,25,25
785,2023-03-03,CUST785,PROD003,STORE001,4,50,200
806,2023-03-20,CUST806,PROD004,STORE002,3,300,900
885,2023-03-03,CUST885,PROD007,STORE001,4,30,120
888,2023-03-03,CUST888,PROD011,STORE004,4,25,100
910,2023-03-06,CUST910,PROD003,STORE001,3,50,150
917,2023-03-06,CUST917,PROD013,STORE003,4,50,200
941,2023-03-19,CUST941,PROD006,STORE002,2,25,50
942,2023-03-18,CUST942,PROD010,STORE003,3,500,1500
947,2023-03-02,CUST947,PROD004,STORE003,1,300,300
973,2023-03-22,CUST973,PROD008,STORE004,1,50,50
975,2023-03-30,CUST975,PROD008,STORE001,4,50,200
978,2023-03-22,CUST978,PROD008,STORE004,3,50,150
