transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
6,2023-04-25,CUST006,PROD002,STORE002,1,30,30
17,2023-04-22,CUST017,PROD006,STORE003,4,25,100
18,2023-04-30,CUST018,PROD011,STORE004,2,25,50
23,2023-04-12,CUST023,PROD007,STORE004,4,30,120
28,2023-04-23,CUST028,PROD005,STORE004,1,500,500
39,2023-04-21,CUST039,PROD007,STORE005,4,30,120
61,2023-04-09,CUST061,PROD003,STORE002,4,50,200
66,2023-04-27,CUST066,PROD012,STORE002,1,30,30
69,2023-04-30,CUST069,PROD001,STORE005,3,25,75
79,2023-04-18,CUST079,PROD004,STORE005,1,300,300
98,2023-04-23,CUST098,PROD003,STORE004,2,50,100
102,2023-04-28,CUST102,PROD001,STORE003,2,25,50
108,2023-04-19,CUST108,PROD001,STORE004,3,25,75
111,2023-04-19,CUST111,PROD015,STORE002,3,500,1500
129,2023-04-23,CUST129,PROD004,STORE005,2,300,600
166,2023-04-02,CUST166,PROD010,STORE002,4,500,2000
174,2023-04-12,CUST174,PROD004,STORE005,1,300,300
207,2023-04-19,CUST207,PROD001,STORE003,2,25,50
210,2023-04-13,CUST210,PROD013,STORE001,4,50,200
222,2023-04-26,CUST222,PROD007,STORE003,4,30,120
228,2023-04-28,CUST228,PROD012,STORE004,2,30,60
230,2023-04-23,CUST230,PROD001,STORE001,1,25,25
236,2023-04-28,CUST236,PROD006,STORE002,1,25,25
246,2023-04-20,CUST246,PROD011,STORE002,2,25,50
255,2023-04-08,CUST255,PROD007,STORE001,1,30,30
274,2023-04-09,CUST274,PROD010,STORE005,2,500,1000
275,2023-04-08,CUST275,PROD010,STORE001,2,500,1000
280,2023-04-04,CUST280,PROD010,STORE001,3,500,1500
298,2023-04-20,CUST298,PROD004,STORE004,4,300,1200
314,2023-04-08,CUST314,PROD007,STORE005,4,30,120
316,2023-04-22,CUST316,PROD006,STORE002,2,25,50
332,2023-04-06,CUST332,PROD014,STORE003,4,300,1200
354,2023-04-15,CUST354,PROD003,STORE005,4,50,200
374,2023-04-20,CUST374,PROD001,STORE005,3,25,75
406,2023-04-18,CUST406,PROD001,STORE002,4,25,100
408,2023-04-15,CUST408,PROD005,STORE004,1,500,500
450,2023-04-18,CUST450,PROD001,STORE001,2,25,50
462,2023-04-01,CUST462,PROD014,STORE003,4,300,1200
465,2023-04-02,CUST465,PROD013,STORE001,3,50,150
477,2023-04-24,CUST477,PROD007,STORE003,4,30,120
478,2023-04-13,CUST478,PROD007,STORE004,2,30,60
482,2023-04-27,CUST482,PROD009,STORE003,4,300,1200
483,2023-04-25,CUST483,PROD007,STORE004,1,30,30
486,2023-04-09,CUST486,PROD011,STORE002,1,25,25
502,2023-04-02,CUST502,PROD013,STORE003,3,50,150
517,2023-04-08,CUST517,PROD006,STORE003,4,25,100
527,2023-04-11,CUST527,PROD006,STORE003,2,25,50
548,2023-04-09,CUST548,PROD007,STORE004,2,30,60
562,2023-04-18,CUST562,PROD011,STORE003,2,25,50
572,2023-04-20,CUST572,PROD010,STORE003,4,500,2000
588,2023-04-26,CUST588,PROD012,STORE004,2,30,60
589,2023-04-12,CUST589,PROD005,STORE005,2,500,1000
601,2023-04-10,CUST601,PROD007,STORE002,1,30,30
613,2023-04-23,CUST613,PROD007,STORE004,3,30,90
614,2023-04-01,CUST614,PROD004,STORE005,4,300,1200
660,2023-04-29,CUST660,PROD005,STORE001,2,500,1000
665,2023-04-20,CUST665,PROD008,STORE001,1,50,50
674,2023-04-16,CUST674,PROD009,STORE005,1,300,300
691,2023-04-23,CUST691,PROD007,STORE002,3,30,90
693,2023-04-23,CUST693,PROD005,STORE004,3,500,1500
719,2023-04-04,CUST719,PROD007,STORE005,2,30,60
724,2023-04-19,CUST724,PROD008,STORE005,3,50,150
738,2023-04-25,CUST738,PROD008,STORE004,2,50,100
745,2023-04-13,CUST745,PROD003,STORE001,2,50,100
755,2023-04-22,CUST755,PROD006,STORE001,3,25,75
774,2023-04-12,CUST774,PROD006,STORE005,2,25,50
808,2023-04-01,CUST808,PROD005,STORE004,4,500,2000
834,2023-04-04,CUST834,PROD002,STORE005,2,30,60
836,2023-04-19,CUST836,PROD008,STORE002,1,50,50
847,2023-04-08,CUST847,PROD014,STORE003,4,300,1200
863,2023-04-24,CUST863,PROD011,STORE004,2,25,50
884,2023-04-29,CUST884,PROD007,STORE005,2,30,60
886,2023-04-09,CUST886,PROD014,STORE002,3,300,900
891,2023-04-05,CUST891,PROD014,STORE002,3,300,900
892,2023-04-09,CUST892,PROD013,STORE003,1,50,50
893,2023-04-21,CUST893,PROD013,STORE004,1,50,50
901,2023-04-10,CUST901,PROD012,STORE002,1,30,30
903,2023-04-27,CUST903,PROD003,STORE004,4,50,200
905,2023-04-02,CUST905,PROD004,STORE001,1,300,300
928,2023-04-05,CUST928,PROD009,STORE004,4,300,1200
953,2023-04-26,CUST953,PROD002,STORE004,3,30,90
967,2023-04-17,CUST967,PROD001,STORE003,1,25,25
969,2023-04-19,CUST969,PROD009,STORE005,3,300,900
987,2023-04-29,CUST987,PROD009,STORE003,3,300,900
995,2023-04-30,CUST995,PROD007,STORE001,1,30,30
1000,2023-04-12,CUST1000,PROD012,STORE001,4,30,120
