transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
10,2023-10-07,CUST010,PROD008,STORE001,4,50,200
12,2023-10-30,CUST012,PROD001,STORE003,3,25,75
22,2023-10-15,CUST022,PROD008,STORE003,2,50,100
26,2023-10-07,CUST026,PROD015,STORE002,2,500,1000
30,2023-10-29,CUST030,PROD004,STORE001,3,300,900
51,2023-10-02,CUST051,PROD001,STORE002,3,25,75
55,2023-10-10,CUST055,PROD002,STORE001,4,30,120
60,2023-10-23,CUST060,PROD003,STORE001,3,50,150
89,2023-10-01,CUST089,PROD015,STORE005,4,500,2000
97,2023-10-13,CUST097,PROD005,STORE003,2,500,1000
109,2023-10-18,CUST109,PROD015,STORE005,4,500,2000
121,2023-10-15,CUST121,PROD013,STORE002,4,50,200
122,2023-10-03,CUST122,PROD012,STORE003,4,30,120
124,2023-10-27,CUST124,PROD010,STORE005,4,500,2000
126,2023-10-26,CUST126,PROD007,STORE002,3,30,90
149,2023-10-11,CUST149,PROD006,STORE005,3,25,75
154,2023-10-02,CUST154,PROD014,STORE005,3,300,900
178,2023-10-04,CUST178,PROD007,STORE004,2,30,60
191,2023-10-18,CUST191,PROD001,STORE002,1,25,25
201,2023-10-09,CUST201,PROD011,STORE002,1,25,25
208,2023-10-04,CUST208,PROD013,STORE004,4,50,200
226,2023-10-29,CUST226,PROD008,STORE002,1,50,50
227,2023-10-11,CUST227,PROD013,STORE003,2,50,100
229,2023-10-29,CUST229,PROD002,STORE005,3,30,90
247,2023-10-04,CUST247,PROD012,STORE003,2,30,60
249,2023-10-20,CUST249,PROD008,STORE005,1,50,50
250,2023-10-23,CUST250,PROD013,STORE001,1,50,50
276,2023-10-02,CUST276,PROD001,STORE002,4,25,100
286,2023-10-09,CUST286,PROD011,STORE002,2,25,50
290,2023-10-04,CUST290,PROD004,STORE001,2,300,600
310,2023-10-12,CUST310,PROD001,STORE001,1,25,25
318,2023-10-24,CUST318,PROD006,STORE004,1,25,25
319,2023-10-05,CUST319,PROD010,STORE005,1,500,500
324,2023-10-27,CUST324,PROD013,STORE005,3,50,150
340,2023-10-19,CUST340,PROD009,STORE001,4,300,1200
342,2023-10-24,CUST342,PROD010,STORE003,4,500,2000
349,2023-10-26,CUST349,PROD003,STORE005,1,50,50
350,2023-10-17,CUST350,PROD001,STORE001,3,25,75
370,2023-10-16,CUST370,PROD012,STORE001,2,30,60
373,2023-10-03,CUST373,PROD004,STORE004,2,300,600
385,2023-10-06,CUST385,PROD015,STORE001,3,500,1500
393,2023-10-11,CUST393,PROD005,STORE004,2,500,1000
401,2023-10-11,CUST401,PROD009,STORE002,1,300,300
428,2023-10-10,CUST428,PROD013,STORE004,4,50,200
431,2023-10-15,CUST431,PROD014,STORE002,4,300,1200
437,2023-10-07,CUST437,PROD014,STORE003,4,300,1200
440,2023-10-26,CUST440,PROD009,STORE001,2,300,600
441,2023-10-10,CUST441,PROD004,STORE002,4,300,1200
456,2023-10-14,CUST456,PROD012,STORE002,2,30,60
497,2023-10-02,CUST497,PROD007,STORE003,4,30,120
503,2023-10-25,CUST503,PROD005,STORE004,4,500,2000
516,2023-10-23,CUST516,PROD001,STORE002,4,25,100
524,2023-10-03,CUST524,PROD004,STORE005,4,300,1200
546,2023-10-11,CUST546,PROD013,STORE002,4,50,200
555,2023-10-19,CUST555,PROD004,STORE001,1,300,300
558,2023-10-08,CUST558,PROD006,STORE004,1,25,25
564,2023-10-24,CUST564,PROD013,STORE005,2,50,100
600,2023-10-22,CUST600,PROD005,STORE001,2,500,1000
619,2023-10-13,CUST619,PROD011,STORE005,4,25,100
627,2023-10-14,CUST627,PROD008,STORE003,1,50,50
634,2023-10-08,CUST634,PROD015,STORE005,4,500,2000
656,2023-10-04,CUST656,PROD002,STORE002,3,30,90
670,2023-10-05,CUST670,PROD002,STORE001,1,30,30
677,2023-10-27,CUST677,PROD005,STORE003,3,500,1500
680,2023-10-22,CUST680,PROD009,STORE001,3,300,900
688,2023-10-03,CUST688,PROD006,STORE004,4,25,100
689,2023-10-07,CUST689,PROD013,STORE005,2,50,100
707,2023-10-01,CUST707,PROD010,STORE003,1,500,500
710,2023-10-31,CUST710,PROD015,STORE001,3,500,1500
711,2023-10-16,CUST711,PROD015,STORE002,3,500,1500
735,2023-10-04,CUST735,PROD010,STORE001,4,500,2000
754,2023-10-16,CUST754,PROD011,STORE005,4,25,100
767,2023-10-24,CUST767,PROD001,STORE003,3,25,75
770,2023-10-22,CUST770,PROD008,STORE001,1,50,50
776,2023-10-31,CUST776,PROD007,STORE002,3,30,90
786,2023-10-17,CUST786,PROD006,STORE002,4,25,100
813,2023-10-03,CUST813,PROD013,STORE004,3,50,150
817,2023-10-31,CUST817,PROD003,STORE003,4,50,200
826,2023-10-19,CUST826,PROD009,STORE002,1,300,300
844,2023-10-12,CUST844,PROD008,STORE005,3,50,150
852,2023-10-12,CUST852,PROD009,STORE003,1,300,300
869,2023-10-25,CUST869,PROD005,STORE005,3,500,1500
872,2023-10-11,CUST872,PROD001,STORE003,3,25,75
876,2023-10-09,CUST876,PROD007,STORE002,4,30,120
889,2023-10-02,CUST889,PROD013,STORE005,1,50,50
896,2023-10-29,CUST896,PROD011,STORE002,2,25,50
909,2023-10-01,CUST909,PROD014,STORE005,1,300,300
914,2023-10-11,CUST914,PROD015,STORE005,1,500,500
922,2023-10-21,CUST922,PROD013,STORE003,1,50,50
937,2023-10-23,CUST937,PROD005,STORE003,1,500,500
943,2023-10-16,CUST943,PROD009,STORE004,4,300,1200
948,2023-10-13,CUST948,PROD011,STORE004,3,25,75
959,2023-10-29,CUST959,PROD012,STORE005,2,30,60
962,2023-10-19,CUST962,PROD007,STORE003,2,30,60
976,2023-10-10,CUST976,PROD004,STORE002,2,300,600
998,2023-10-29,CUST998,PROD001,STORE004,4,25,100
