transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
19,2023-09-16,CUST019,PROD006,STORE005,2,25,50
113,2023-09-13,CUST113,PROD011,STORE004,2,25,50
131,2023-09-18,CUST131,PROD004,STORE002,2,300,600
132,2023-09-10,CUST132,PROD013,STORE003,4,50,200
147,2023-09-28,CUST147,PROD014,STORE003,1,300,300
165,2023-09-14,CUST165,PROD009,STORE001,4,300,1200
167,2023-09-17,CUST167,PROD008,STORE003,3,50,150
172,2023-09-17,CUST172,PROD001,STORE003,2,25,50
179,2023-09-29,CUST179,PROD014,STORE005,1,300,300
183,2023-09-08,CUST183,PROD004,STORE004,3,300,900
194,2023-09-06,CUST194,PROD008,STORE005,4,50,200
196,2023-09-30,CUST196,PROD009,STORE002,3,300,900
200,2023-09-01,CUST200,PROD003,STORE001,3,50,150
204,2023-09-28,CUST204,PROD001,STORE005,1,25,25
218,2023-09-22,CUST218,PROD002,STORE004,3,30,90
241,2023-09-21,CUST241,PROD011,STORE002,3,25,75
245,2023-09-06,CUST245,PROD007,STORE001,3,30,90
296,2023-09-06,CUST296,PROD009,STORE002,4,300,1200
297,2023-09-04,CUST297,PROD015,STORE003,2,500,1000
312,2023-09-07,CUST312,PROD007,STORE003,4,30,120
325,2023-09-02,CUST325,PROD011,STORE001,2,25,50
326,2023-09-15,CUST326,PROD006,STORE002,3,25,75
327,2023-09-29,CUST327,PROD013,STORE003,3,50,150
330,2023-09-18,CUST330,PROD003,STORE001,4,50,200
351,2023-09-25,CUST351,PROD007,STORE002,3,30,90
375,2023-09-17,CUST375,PROD008,STORE001,1,50,50
390,2023-09-28,CUST390,PROD013,STORE001,2,50,100
412,2023-09-16,CUST412,PROD015,STORE003,4,500,2000
413,2023-09-08,CUST413,PROD001,STORE004,3,25,75
494,2023-09-18,CUST494,PROD003,STORE005,4,50,200
513,2023-09-19,CUST513,PROD011,STORE004,4,25,100
523,2023-09-24,CUST523,PROD014,STORE004,1,300,300
538,2023-09-17,CUST538,PROD008,STORE004,3,50,150
573,2023-09-19,CUST573,PROD002,STORE004,2,30,60
579,2023-09-21,CUST579,PROD012,STORE005,1,30,30
594,2023-09-01,CUST594,PROD014,STORE005,2,300,600
604,2023-09-11,CUST604,PROD013,STORE005,4,50,200
616,2023-09-23,CUST616,PROD008,STORE002,2,50,100
626,2023-09-29,CUST626,PROD010,STORE002,4,500,2000
632,2023-09-16,CUST632,PROD011,STORE003,4,25,100
637,2023-09-01,CUST637,PROD009,STORE003,2,300,600
643,2023-09-24,CUST643,PROD012,STORE004,3,30,90
644,2023-09-06,CUST644,PROD001,STORE005,3,25,75
682,2023-09-02,CUST682,PROD004,STORE003,4,300,1200
692,2023-09-07,CUST692,PROD008,STORE003,2,50,100
696,2023-09-06,CUST696,PROD008,STORE002,4,50,200
789,2023-09-30,CUST789,PROD010,STORE005,4,500,2000
794,2023-09-17,CUST794,PROD004,STORE005,1,300,300
799,2023-09-08,CUST799,PROD013,STORE005,2,50,100
809,2023-09-25,CUST809,PROD003,STORE005,2,50,100
814,2023-09-05,CUST814,PROD010,STORE005,1,500,500
832,2023-09-11,CUST832,PROD005,STORE003,4,500,2000
835,2023-09-07,CUST835,PROD008,STORE001,4,50,200
846,2023-09-22,CUST846,PROD003,STORE002,1,50,50
851,2023-09-08,CUST851,PROD011,STORE002,2,25,50
855,2023-09-01,CUST855,PROD001,STORE001,1,25,25
858,2023-09-09,CUST858,PROD013,STORE004,2,50,100
873,2023-09-29,CUST873,PROD011,STORE004,4,25,100
894,2023-09-05,CUST894,PROD012,STORE005,1,30,30
897,2023-09-26,CUST897,PROD013,STORE003,2,50,100
919,2023-09-09,CUST919,PROD001,STORE005,2,25,50
925,2023-09-03,CUST925,PROD014,STORE001,1,300,300
931,2023-09-02,CUST931,PROD002,STORE002,4,30,120
935,2023-09-09,CUST935,PROD003,STORE001,1,50,50
954,2023-09-25,CUST954,PROD014,STORE005,3,300,900
