transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
36,2023-06-24,CUST036,PROD004,STORE002,3,300,900
40,2023-06-22,CUST040,PROD003,STORE001,1,50,50
46,2023-06-26,CUST046,PROD014,STORE002,4,300,1200
100,2023-06-16,CUST100,PROD012,STORE001,1,30,30
104,2023-06-11,CUST104,PROD005,STORE005,2,500,1000
110,2023-06-11,CUST110,PROD009,STORE001,3,300,900
157,2023-06-24,CUST157,PROD015,STORE003,4,500,2000
170,2023-06-02,CUST170,PROD006,STORE001,2,25,50
182,2023-06-15,CUST182,PROD002,STORE003,4,30,120
187,2023-06-07,CUST187,PROD008,STORE003,2,50,100
212,2023-06-09,CUST212,PROD010,STORE003,3,500,1500
224,2023-06-23,CUST224,PROD008,STORE005,1,50,50
239,2023-06-19,CUST239,PROD015,STORE005,3,500,1500
271,2023-06-23,CUST271,PROD002,STORE002,4,30,120
315,2023-06-01,CUST315,PROD007,STORE001,2,30,60
321,2023-06-10,CUST321,PROD011,STORE002,2,25,50
352,2023-06-11,CUST352,PROD015,STORE003,2,500,1000
356,2023-06-10,CUST356,PROD015,STORE002,3,500,1500
363,2023-06-03,CUST363,PROD001,STORE004,1,25,25
365,2023-06-11,CUST365,PROD009,STORE001,1,300,300
378,2023-06-28,CUST378,PROD004,STORE004,1,300,300
387,2023-06-04,CUST387,PROD002,STORE003,1,30,30
394,2023-06-03,CUST394,PROD010,STORE005,1,500,500
407,2023-06-25,CUST407,PROD014,STORE003,3,300,900
422,2023-06-20,CUST422,PROD007,STORE003,3,30,90
446,2023-06-07,CUST446,PROD013,STORE002,1,50,50
466,2023-06-20,CUST466,PROD011,STORE002,4,25,100
480,2023-06-29,CUST480,PROD005,STORE001,4,500,2000
481,2023-06-06,CUST481,PROD014,STORE002,4,300,1200
488,2023-06-18,CUST488,PROD014,STORE004,3,300,900
492,2023-06-29,CUST492,PROD001,STORE003,4,25,100
498,2023-06-19,CUST498,PROD006,STORE004,4,25,100
509,2023-06-26,CUST509,PROD014,STORE005,3,300,900
510,2023-06-10,CUST510,PROD003,STORE001,4,50,200
532,2023-06-19,CUST532,PROD007,STORE003,4,30,120
534,2023-06-10,CUST534,PROD010,STORE005,2,500,1000
537,2023-06-03,CUST537,PROD005,STORE003,1,500,500
539,2023-06-08,CUST539,PROD005,STORE005,1,500,500
542,2023-06-17,CUST542,PROD003,STORE003,1,50,50
545,2023-06-01,CUST545,PROD006,STORE001,2,25,50
556,2023-06-04,CUST556,PROD013,STORE002,1,50,50
560,2023-06-05,CUST560,PROD013,STORE001,1,50,50
567,2023-06-14,CUST567,PROD009,STORE003,3,300,900
583,2023-06-21,CUST583,PROD011,STORE004,4,25,100
587,2023-06-08,CUST587,PROD004,STORE003,4,300,1200
629,2023-06-12,CUST629,PROD011,STORE005,2,25,50
654,2023-06-21,CUST654,PROD006,STORE005,3,25,75
655,2023-06-13,CUST655,PROD010,STORE001,1,500,500
669,2023-06-19,CUST669,PROD004,STORE005,4,300,1200
684,2023-06-30,CUST684,PROD010,STORE005,2,500,1000
685,2023-06-02,CUST685,PROD011,STORE001,2,25,50
699,2023-06-22,CUST699,PROD007,STORE005,4,30,120
723,2023-06-17,CUST723,PROD003,STORE004,4,50,200
726,2023-06-17,CUST726,PROD009,STORE002,4,300,1200
727,2023-06-22,CUST727,PROD004,STORE003,3,300,900
737,2023-06-29,CUST737,PROD008,STORE003,1,50,50
765,2023-06-09,CUST765,PROD008,STORE001,4,50,200
769,2023-06-09,CUST769,PROD012,STORE005,4,30,120
782,2023-06-04,CUST782,PROD009,STORE003,3,300,900
788,2023-06-27,CUST788,PROD004,STORE004,3,300,900
796,2023-06-24,CUST796,PROD002,STORE002,4,30,120
819,2023-06-15,CUST819,PROD003,STORE005,2,50,100
830,2023-06-22,CUST830,PROD008,STORE001,3,50,150
833,2023-06-16,CUST833,PROD003,STORE004,4,50,200
839,2023-06-24,CUST839,PROD014,STORE005,4,300,1200
867,2023-06-06,CUST867,PROD015,STORE003,1,500,500
874,2023-06-26,CUST874,PROD002,STORE005,1,30,30
877,2023-06-19,CUST877,PROD006,STORE003,1,25,25
878,2023-06-30,CUST878,PROD007,STORE004,1,30,30
882,2023-06-06,CUST882,PROD011,STORE003,2,25,50
887,2023-06-11,CUST887,PROD006,STORE003,4,25,100
902,2023-06-01,CUST902,PROD003,STORE003,1,50,50
906,2023-06-04,CUST906,PROD008,STORE002,1,50,50
927,2023-06-24,CUST927,PROD015,STORE003,4,500,2000
944,2023-06-05,CUST944,PROD006,STORE005,2,25,50
958,2023-06-02,CUST958,PROD011,STORE004,2,25,50
961,2023-06-06,CUST961,PROD003,STORE002,4,50,200
