transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
3,2023-01-13,CUST003,PROD012,STORE004,1,30,30
14,2023-01-17,CUST014,PROD007,STORE005,4,30,120
15,2023-01-16,CUST015,PROD015,STORE001,4,500,2000
21,2023-01-14,CUST021,PROD005,STORE002,1,500,500
32,2023-01-04,CUST032,PROD002,STORE003,3,30,90
49,2023-01-23,CUST049,PROD015,STORE005,2,500,1000
64,2023-01-24,CUST064,PROD006,STORE005,4,25,100
101,2023-01-29,CUST101,PROD009,STORE002,2,300,600
103,2023-01-17,CUST103,PROD006,STORE004,1,25,25
134,2023-01-25,CUST134,PROD013,STORE005,1,50,50
150,2023-01-06,CUST150,PROD012,STORE001,4,30,120
163,2023-01-02,CUST163,PROD008,STORE004,3,50,150
180,2023-01-01,CUST180,PROD009,STORE001,3,300,900
184,2023-01-10,CUST184,PROD013,STORE005,4,50,200
189,2023-01-30,CUST189,PROD003,STORE005,1,50,50
225,2023-01-11,CUST225,PROD001,STORE001,4,25,100
231,2023-01-04,CUST231,PROD008,STORE002,3,50,150
235,2023-01-31,CUST235,PROD015,STORE001,2,500,1000
238,2023-01-17,CUST238,PROD005,STORE004,1,500,500
264,2023-01-28,CUST264,PROD009,STORE005,3,300,900
288,2023-01-26,CUST288,PROD007,STORE004,4,30,120
291,2023-01-08,CUST291,PROD009,STORE002,2,300,600
300,2023-01-31,CUST300,PROD013,STORE001,4,50,200
303,2023-01-02,CUST303,PROD012,STORE004,3,30,90
317,2023-01-30,CUST317,PROD012,STORE003,3,30,90
322,2023-01-30,CUST322,PROD015,STORE003,1,500,500
323,2023-01-26,CUST323,PROD004,STORE004,3,300,900
329,2023-01-30,CUST329,PROD011,STORE005,4,25,100
344,2023-01-21,CUST344,PROD002,STORE005,1,30,30
367,2023-01-05,CUST367,PROD013,STORE003,1,50,50
391,2023-01-05,CUST391,PROD001,STORE002,2,25,50
415,2023-01-27,CUST415,PROD007,STORE001,2,30,60
420,2023-01-23,CUST420,PROD010,STORE001,4,500,2000
421,2023-01-02,CUST421,PROD010,STORE002,3,500,1500
432,2023-01-05,CUST432,PROD015,STORE003,2,500,1000
438,2023-01-19,CUST438,PROD007,STORE004,1,30,30
445,2023-01-22,CUST445,PROD014,STORE001,1,300,300
448,2023-01-21,CUST448,PROD002,STORE004,2,30,60
464,2023-01-13,CUST464,PROD014,STORE005,2,300,600
475,2023-01-20,CUST475,PROD006,STORE001,3,25,75
484,2023-01-13,CUST484,PROD009,STORE005,4,300,1200
499,2023-01-15,CUST499,PROD002,STORE005,2,30,60
505,2023-01-20,CUST505,PROD003,STORE001,1,50,50
519,2023-01-23,CUST519,PROD012,STORE005,4,30,120
522,2023-01-01,CUST522,PROD005,STORE003,3,500,1500
559,2023-01-01,CUST559,PROD009,STORE005,4,300,1200
591,2023-01-13,CUST591,PROD011,STORE002,4,25,100
592,2023-01-24,CUST592,PROD005,STORE003,4,500,2000
610,2023-01-03,CUST610,PROD004,STORE001,2,300,600
618,2023-01-26,CUST618,PROD003,STORE004,1,50,50
679,2023-01-11,CUST679,PROD002,STORE005,3,30,90
683,2023-01-04,CUST683,PROD005,STORE004,2,500,1000
697,2023-01-15,CUST697,PROD010,STORE003,1,500,500
708,2023-01-14,CUST708,PROD004,STORE004,3,300,900
713,2023-01-14,CUST713,PROD001,STORE004,3,25,75
720,2023-01-26,CUST720,PROD005,STORE001,3,500,1500
734,2023-01-10,CUST734,PROD007,STORE005,1,30,30
736,2023-01-27,CUST736,PROD006,STORE002,4,25,100
742,2023-01-21,CUST742,PROD015,STORE003,4,500,2000
743,2023-01-16,CUST743,PROD005,STORE004,4,500,2000
746,2023-01-11,CUST746,PROD007,STORE002,3,30,90
768,2023-01-14,CUST768,PROD001,STORE004,3,25,75
787,2023-01-22,CUST787,PROD011,STORE003,1,25,25
797,2023-01-07,CUST797,PROD006,STORE003,3,25,75
831,2023-01-15,CUST831,PROD011,STORE002,4,25,100
845,2023-01-06,CUST845,PROD010,STORE001,1,500,500
860,2023-01-09,CUST860,PROD008,STORE001,4,50,200
907,2023-01-08,CUST907,PROD011,STORE003,1,25,25
912,2023-01-24,CUST912,PROD003,STORE003,3,50,150
913,2023-01-28,CUST913,PROD012,STORE004,3,30,90
921,2023-01-07,CUST921,PROD011,STORE002,3,25,75
929,2023-01-27,CUST929,PROD001,STORE005,3,25,75
940,2023-01-28,CUST940,PROD012,STORE001,1,30,30
964,2023-01-31,CUST964,PROD009,STORE005,3,300,900
979,2023-01-02,CUST979,PROD001,STORE005,1,25,25
986,2023-01-17,CUST986,PROD010,STORE002,2,500,1000
