transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
9,2023-12-13,CUST009,PROD014,STORE005,2,300,600
25,2023-12-26,CUST025,PROD003,STORE001,1,50,50
34,2023-12-24,CUST034,PROD008,STORE005,3,50,150
62,2023-12-27,CUST062,PROD003,STORE003,2,50,100
65,2023-12-05,CUST065,PROD015,STORE001,4,500,2000
80,2023-12-10,CUST080,PROD007,STORE001,2,30,60
82,2023-12-26,CUST082,PROD003,STORE003,4,50,200
83,2023-12-16,CUST083,PROD013,STORE004,2,50,100
96,2023-12-19,CUST096,PROD009,STORE002,2,300,600
99,2023-12-17,CUST099,PROD014,STORE005,4,300,1200
112,2023-12-02,CUST112,PROD010,STORE003,3,500,1500
139,2023-12-15,CUST139,PROD005,STORE005,4,500,2000
151,2023-12-15,CUST151,PROD008,STORE002,1,50,50
153,2023-12-16,CUST153,PROD015,STORE004,2,500,1000
199,2023-12-04,CUST199,PROD005,STORE005,3,500,1500
209,2023-12-20,CUST209,PROD013,STORE005,4,50,200
214,2023-12-10,CUST214,PROD002,STORE005,2,30,60
233,2023-12-29,CUST233,PROD004,STORE004,2,300,600
244,2023-12-09,CUST244,PROD003,STORE005,2,50,100
258,2023-12-04,CUST258,PROD008,STORE004,1,50,50
265,2023-12-11,CUST265,PROD009,STORE001,3,300,900
266,2023-12-01,CUST266,PROD012,STORE002,2,30,60
309,2023-12-23,CUST309,PROD001,STORE005,1,25,25
311,2023-12-05,CUST311,PROD001,STORE002,4,25,100
336,2023-12-12,CUST336,PROD003,STORE002,3,50,150
348,2023-12-03,CUST348,PROD014,STORE004,2,300,600
355,2023-12-09,CUST355,PROD015,STORE001,1,500,500
361,2023-12-10,CUST361,PROD014,STORE002,4,300,1200
386,2023-12-27,CUST386,PROD014,STORE002,2,300,600
389,2023-12-01,CUST389,PROD006,STORE005,2,25,50
392,2023-12-08,CUST392,PROD009,STORE003,2,300,600
395,2023-12-06,CUST395,PROD015,STORE001,2,500,1000
409,2023-12-18,CUST409,PROD014,STORE005,3,300,900
429,2023-12-28,CUST429,PROD011,STORE005,2,25,50
435,2023-12-20,CUST435,PROD004,STORE001,3,300,900
451,2023-12-16,CUST451,PROD012,STORE002,1,30,30
453,2023-12-08,CUST453,PROD010,STORE004,2,500,1000
468,2023-12-09,CUST468,PROD011,STORE004,1,25,25
472,2023-12-26,CUST472,PROD004,STORE003,3,300,900
485,2023-12-04,CUST485,PROD012,STORE001,1,30,30
496,2023-12-14,CUST496,PROD009,STORE002,2,300,600
520,2023-12-29,CUST520,PROD011,STORE001,4,25,100
525,2023-12-18,CUST525,PROD001,STORE001,2,25,50
526,2023-12-10,CUST526,PROD008,STORE002,2,50,100
531,2023-12-07,CUST531,PROD015,STORE002,1,500,500
535,2023-12-06,CUST535,PROD002,STORE001,3,30,90
540,2023-12-08,CUST540,PROD014,STORE001,3,300,900
544,2023-12-23,CUST544,PROD011,STORE005,1,25,25
550,2023-12-07,CUST550,PROD009,STORE001,3,300,900
552,2023-12-13,CUST552,PROD011,STORE003,3,25,75
566,2023-12-02,CUST566,PROD007,STORE002,1,30,30
571,2023-12-12,CUST571,PROD013,STORE002,1,50,50
576,2023-12-04,CUST576,PROD003,STORE002,3,50,150
580,2023-12-06,CUST580,PROD010,STORE001,3,500,1500
586,2023-12-11,CUST586,PROD013,STORE002,1,50,50
602,2023-12-23,CUST602,PROD014,STORE003,1,300,300
608,2023-12-02,CUST608,PROD015,STORE004,3,500,1500
609,2023-12-19,CUST609,PROD008,STORE005,2,50,100
615,2023-12-23,CUST615,PROD006,STORE001,4,25,100
625,2023-12-08,CUST625,PROD009,STORE001,1,300,300
662,2023-12-22,CUST662,PROD005,STORE003,2,500,1000
664,2023-12-28,CUST664,PROD010,STORE005,4,500,2000
678,2023-12-23,CUST678,PROD014,STORE004,3,300,900
700,2023-12-09,CUST700,PROD015,STORE001,4,500,2000
701,2023-12-14,CUST701,PROD002,STORE002,2,30,60
712,2023-12-06,CUST712,PROD001,STORE003,2,25,50
752,2023-12-09,CUST752,PROD008,STORE003,2,50,100
757,2023-12-25,CUST757,PROD014,STORE003,4,300,1200
771,2023-12-13,CUST771,PROD011,STORE002,2,25,50
777,2023-12-20,CUST777,PROD013,STORE003,3,50,150
781,2023-12-23,CUST781,PROD005,STORE002,1,500,500
783,2023-12-17,CUST783,PROD009,STORE004,1,300,300
791,2023-12-05,CUST791,PROD001,STORE002,1,25,25
805,2023-12-29,CUST805,PROD005,STORE001,3,500,1500
828,2023-12-09,CUST828,PROD014,STORE004,4,300,1200
842,2023-12-26,CUST842,PROD009,STORE003,2,300,600
854,2023-12-20,CUST854,PROD008,STORE005,1,50,50
857,2023-12-31,CUST857,PROD011,STORE003,2,25,50
865,2023-12-21,CUST865,PROD009,STORE001,1,300,300
868,2023-12-06,CUST868,PROD014,STORE004,1,300,300
879,2023-12-26,CUST879,PROD007,STORE005,1,30,30
890,2023-12-20,CUST890,PROD011,STORE001,2,25,50
908,2023-12-29,CUST908,PROD004,STORE004,4,300,1200
916,2023-12-24,CUST916,PROD013,STORE002,1,50,50
939,2023-12-18,CUST939,PROD014,STORE005,1,300,300
971,2023-12-05,CUST971,PROD013,STORE002,4,50,200
982,2023-12-19,CUST982,PROD002,STORE003,3,30,90
989,2023-12-28,CUST989,PROD011,STORE005,1,25,25
991,2023-12-26,CUST991,PROD008,STORE002,2,50,100
994,2023-12-18,CUST994,PROD005,STORE005,2,500,1000
999,2023-12-05,CUST999,PROD013,STORE005,3,50,150
