transaction_id,transaction_date,customer_id,product_id,store_id,quantity,price_per_unit,total_amount
43,2023-07-14,CUST043,PROD009,STORE004,1,300,300
45,2023-07-03,CUST045,PROD012,STORE001,1,30,30
53,2023-07-13,CUST053,PROD013,STORE004,2,50,100
59,2023-07-05,CUST059,PROD008,STORE005,1,50,50
71,2023-07-14,CUST071,PROD001,STORE002,4,25,100
75,2023-07-06,CUST075,PROD003,STORE001,4,50,200
77,2023-07-09,CUST077,PROD008,STORE003,2,50,100
78,2023-07-01,CUST078,PROD010,STORE004,3,500,1500
93,2023-07-14,CUST093,PROD005,STORE004,4,500,2000
105,2023-07-25,CUST105,PROD015,STORE001,1,500,500
114,2023-07-22,CUST114,PROD001,STORE005,4,25,100
127,2023-07-24,CUST127,PROD006,STORE003,2,25,50
128,2023-07-05,CUST128,PROD005,STORE004,1,500,500
143,2023-07-17,CUST143,PROD008,STORE004,1,50,50
144,2023-07-15,CUST144,PROD005,STORE005,3,500,1500
176,2023-07-11,CUST176,PROD003,STORE002,2,50,100
186,2023-07-05,CUST186,PROD008,STORE002,4,50,200
213,2023-07-24,CUST213,PROD005,STORE004,3,500,1500
216,2023-07-11,CUST216,PROD013,STORE002,2,50,100
254,2023-07-28,CUST254,PROD015,STORE005,1,500,500
260,2023-07-01,CUST260,PROD002,STORE001,2,30,60
262,2023-07-30,CUST262,PROD002,STORE003,4,30,120
270,2023-07-26,CUST270,PROD014,STORE001,1,300,300
295,2023-07-28,CUST295,PROD004,STORE001,3,300,900
299,2023-07-25,CUST299,PROD015,STORE005,2,500,1000
302,2023-07-14,CUST302,PROD004,STORE003,2,300,600
304,2023-07-19,CUST304,PROD012,STORE005,2,30,60
338,2023-07-26,CUST338,PROD003,STORE004,2,50,100
359,2023-07-22,CUST359,PROD008,STORE005,1,50,50
381,2023-07-09,CUST381,PROD006,STORE002,4,25,100
439,2023-07-09,CUST439,PROD006,STORE005,3,25,75
447,2023-07-06,CUST447,PROD005,STORE003,4,500,2000
449,2023-07-03,CUST449,PROD013,STORE005,4,50,200
455,2023-07-01,CUST455,PROD011,STORE001,4,25,100
457,2023-07-28,CUST457,PROD004,STORE003,3,300,900
463,2023-07-31,CUST463,PROD005,STORE004,3,500,1500
467,2023-07-30,CUST467,PROD013,STORE003,3,50,150
474,2023-07-15,CUST474,PROD010,STORE005,3,500,1500
487,2023-07-24,CUST487,PROD010,STORE003,4,500,2000
495,2023-07-24,CUST495,PROD002,STORE001,2,30,60
515,2023-07-17,CUST515,PROD009,STORE001,3,300,900
528,2023-07-06,CUST528,PROD007,STORE004,2,30,60
541,2023-07-29,CUST541,PROD005,STORE002,1,500,500
543,2023-07-26,CUST543,PROD004,STORE004,2,300,600
551,2023-07-14,CUST551,PROD014,STORE002,3,300,900
557,2023-07-27,CUST557,PROD002,STORE003,3,30,90
603,2023-07-16,CUST603,PROD007,STORE004,3,30,90
605,2023-07-24,CUST605,PROD015,STORE001,2,500,1000
661,2023-07-16,CUST661,PROD006,STORE002,4,25,100
668,2023-07-28,CUST668,PROD013,STORE004,3,50,150
676,2023-07-19,CUST676,PROD015,STORE002,3,500,1500
681,2023-07-14,CUST681,PROD012,STORE002,2,30,60
686,2023-07-19,CUST686,PROD013,STORE002,4,50,200
698,2023-07-19,CUST698,PROD014,STORE004,1,300,300
702,2023-07-27,CUST702,PROD009,STORE003,2,300,600
709,2023-07-21,CUST709,PROD015,STORE005,2,500,1000
722,2023-07-14,CUST722,PROD004,STORE003,3,300,900
728,2023-07-14,CUST728,PROD013,STORE004,3,50,150
759,2023-07-08,CUST759,PROD013,STORE005,2,50,100
772,2023-07-12,CUST772,PROD012,STORE003,1,30,30
773,2023-07-23,CUST773,PROD015,STORE004,4,500,2000
792,2023-07-09,CUST792,PROD003,STORE003,1,50,50
802,2023-07-05,CUST802,PROD002,STORE003,1,30,30
829,2023-07-14,CUST829,PROD002,STORE005,3,30,90
837,2023-07-01,CUST837,PROD002,STORE003,3,30,90
850,2023-07-28,CUST850,PROD005,STORE001,2,500,1000
864,2023-07-27,CUST864,PROD015,STORE005,1,500,500
870,2023-07-08,CUST870,PROD012,STORE001,4,30,120
904,2023-07-04,CUST904,PROD010,STORE005,1,500,500
934,2023-07-25,CUST934,PROD005,STORE005,1,500,500
955,2023-07-14,CUST955,PROD006,STORE001,1,25,25
980,2023-07-29,CUST980,PROD011,STORE001,3,25,75
